2018-11-05 0:16,CNNW,26,CNNW_20181105_000000_Anderson_Cooper_360/start/960,PRESIDENT TRUMP FORMER PRESIDENT OBAMA CAMPAIGN IN TIGHT RACES ACROSS THE COUNTRY
2018-11-05 0:16,MSNBCW,8,MSNBCW_20181105_000000_Kasie_DC/start/960,1OO NONTOXIC
2018-11-05 0:17,BBCNEWS,10,BBCNEWS_20181105_000000_Newsday/start/1020,USNORTH KOREA RELATIONS Meeting will be held in New York this week USNORTH KOREA RELATIONS North Korea urged Washington to scrap sanctions SUNGYOON LEE Scholar of Korean  East Asian Studies Tufts
2018-11-05 0:17,FOXNEWSW,15,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/1020,DEMOCRATS ARE FOCUSING ON HEALTH CARE      IEWS DAY   201cW 201cn  hll DEMOCRATS ARE FOCUSING ON HEALTH CARE      IEWS DAY  Irwxn n m
2018-11-05 0:18,BBCNEWS,10,BBCNEWS_20181105_000000_Newsday/start/1080,USNORTH KOREA RELATIONS Pyongyang threatened to revive Its nuclear programme USNORTH KOREA RELATIONS US  S Korea conducting smallscale military drill USNORTH KOREA RELATIONS Denucleavisation ialks delayed
2018-11-05 0:18,FOXNEWSW,15,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/1080,IEWS DAY
2018-11-05 0:18,MSNBCW,14,MSNBCW_20181105_000000_Kasie_DC/start/1080,ARIZONA SENATE RACE IN DEAD HEAT
2018-11-05 0:19,BBCNEWS,11,BBCNEWS_20181105_000000_Newsday/start/1140,USNORTH KOREA RELATIONS North Korea urged Washington to scrap sanctions USNORTH KOREA RELATIONS Denuclearisation talks delayed joint military exercise USNORTH KOREA RELATIONS US Secretary of State to
2018-11-05 0:19,MSNBCW,52,MSNBCW_20181105_000000_Kasie_DC/start/1140,TEXAS SENATE RACE TIGHTENS IN NEW POLLING ARIZONA SENATE RACE IN DEAD HEAT
2018-11-05 0:20,BBCNEWS,11,BBCNEWS_20181105_000000_Newsday/start/1200,USNORTH KOREA RELATIONS Pyongyang threatened to revive Its nuclear programme USNORTH KOREA RELATIONS North Korea urged Washington to scrap sanctions USNORTH KOREA RELATIONS US  S Korea conducting
2018-11-05 0:20,CNNW,30,CNNW_20181105_000000_Anderson_Cooper_360/start/1200,GEORGIA DEMOCRATIC CANDIDATE FOR GOVERNOR ON GOP CLAIMS DEMS HACKED VOTER DATABASE WE ARE NOT RESPONSIBLE FisherlnvestmentscomTV
2018-11-05 0:20,MSNBCW,25,MSNBCW_20181105_000000_Kasie_DC/start/1200,TEXAS SENATE RACE TIGHTENS IN NEW POLLING CRUZI ORUURKE MAKE FINAL PITCHES TO VOTERS IN TEXAS uMSNBC GARRETT HAAKE  CORRESPONDENT
2018-11-05 0:21,BBCNEWS,10,BBCNEWS_20181105_000000_Newsday/start/1260,DELAVED FATHERHOOD  Research Delaying becoming a dad could silent health oi infant DELAVED FATHERHOOD Researchers looked at births in US between 2OO72O16 MICHAEL EISENBERG Stanford University
2018-11-05 0:21,CNNW,43,CNNW_20181105_000000_Anderson_Cooper_360/start/1260,WITH NO PROOF GEORGIAS GOP CANDIDATE FOR GOV CLAIMS DEMOCRATS TRIED TO HACK VOTER DATABASE GEORGIA DEMOCRATIC CANDIDATE FOR GOVERNOR ON GOP CLAIMS DEMS HACKED VOTER DATABASE WE ARE NOT RESPONSIBLE
2018-11-05 0:21,MSNBCW,54,MSNBCW_20181105_000000_Kasie_DC/start/1260,CRUZI ORUURKE MAKE FINAL PITCHES TO VOTERS IN TEXAS
2018-11-05 0:22,BBCNEWS,20,BBCNEWS_20181105_000000_Newsday/start/1320,DELAYED FATHERHOOD Researchers looked at births in US between 2OO72O16 DELAYED FATHERHOOD Babies with older fathers had lower binh weight MICHAEL EISENBERG Stanford University
2018-11-05 0:22,CNNW,40,CNNW_20181105_000000_Anderson_Cooper_360/start/1320,GEORGIA DEMOCRATIC CANDIDATE FOR GOVERNOR ON GOP CLAIMS DEMS HACKED VOTER DATABASE  201cWE ARE NOT RESPONSIBLE 201c WITH NO PROOF GEORGIAS GOP CANDIDATE FOR GOV CLAIMS DEMOCRATS TRIED TO HACK VOTER DATABASE
2018-11-05 0:22,MSNBCW,37,MSNBCW_20181105_000000_Kasie_DC/start/1320,CRUZI ORUURKE MAKE FINAL PITCHES TO VOTERS IN TEXAS HAPPENING NOW TRUMP RALLIES VOTERS IN TENNESSEE uMSNBC GARRETT HAAKE  CORRESPONDENT
2018-11-05 0:23,BBCNEWS,10,BBCNEWS_20181105_000000_Newsday/start/1380,DELAVED FATHERHOOD Babies with older fathers had lower binh weight DELAYED FATHERHOOD Research Delaying becoming a dad could enact health of infant DELAYED FATHERHOOD Researchers looked at births in
2018-11-05 0:23,CNNW,61,CNNW_20181105_000000_Anderson_Cooper_360/start/1380,WITH NO PROOF GEORGIAS GOP CANDIDATE FOR GOV CLAIMS DEMOCRATS TRIED TO HACK VOTER DATABASE
2018-11-05 0:23,FOXNEWSW,41,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/1380,WIS IMMIGRATION THE RIGHT ISSUE IEWS FOR THE PRESIDENT TO BE PUSHING m n I  n I
2018-11-05 0:23,MSNBCW,43,MSNBCW_20181105_000000_Kasie_DC/start/1380,POLITICAL NEWCUMER JACKY RUSEN IN DEAD HEAT WITH SEN HELLER HAPPENING NOW TRUMP RALLIES VOTERS IN TENNESSEE JhMSNBC GARRETT HAAKE  CORRESPONDENT
2018-11-05 0:24,BBCNEWS,11,BBCNEWS_20181105_000000_Newsday/start/1440,DELAVED FATHERHOOD  Research Delaylng becoming a dad could meet health O infant DELAVED FATHERHOOD Researchers looked at births in US between 2OO72O16 DELAYED FATHERHOOD Researchers looked at births in US
2018-11-05 0:24,FOXNEWSW,38,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/1440,SHOULD REPUBLICANS FOCUS MORE ON AN ECONOMIC MESSAGE      IEWS DAY
2018-11-05 0:24,MSNBCW,57,MSNBCW_20181105_000000_Kasie_DC/start/1440,POLITICAL NEWCUMER JACKY RUSEN IN DEAD HEAT WITH SEN HELLER
2018-11-05 0:26,CNNW,37,CNNW_20181105_000000_Anderson_Cooper_360/start/1560,GEORGIA DEMOCRATIC CANDIDATE FOR GOVERNOR ON GOP CLAIMS DEMS HACKED VOTER DATABASE  201cWE ARE NOT RESPONSIBLE GEORGIA DEMOCRATIC CANDIDATE FOR GOVERNOR ON GOP CLAIMS DEMS HACKED VOTER DATABASE WE ARE NOT RESPONSIBLE 201c
2018-11-05 0:26,FOXNEWSW,11,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/1560,IEWS DAY
2018-11-05 0:27,BBCNEWS,7,BBCNEWS_20181105_000000_Newsday/start/1620,uv u vat  MilydV H 201d
2018-11-05 0:27,CNNW,36,CNNW_20181105_000000_Anderson_Cooper_360/start/1620,DEMOCRATIC CANDIDATE FOR GEORGIA GOV TO GOP CHALLENGER ACCUSING DEMS OF HACKING WE HAVE NOTHING TO DO WITH IT GEORGIA DEMOCRATIC CANDIDATE FOR GOVERNOR ON GOP CLAIMS DEMS HACKED VOTER DATABASE  201cWE ARE NOT RESPONSIBLE GEORGIA DEMOCRATIC
2018-11-05 0:28,MSNBCW,3,MSNBCW_20181105_000000_Kasie_DC/start/1680,1888chantix wwwchantixcom 
2018-11-05 0:29,BBCNEWS,3,BBCNEWS_20181105_000000_Newsday/start/1740,NEWSDAV
2018-11-05 0:29,FOXNEWSW,14,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/1740,WHATS BEHIND THE HISTORICALLY HIGH EARLY VOTING NUMBERS      IEWS DAY
2018-11-05 0:30,BBCNEWS,4,BBCNEWS_20181105_000000_Newsday/start/1800,NEWSDAV
2018-11-05 0:31,MSNBCW,31,MSNBCW_20181105_000000_Kasie_DC/start/1860,KEMP LAUNCHES INVESTIGATION INTD GA DEM PARTY FOR HACKING IIUTER SYSTEM
2018-11-05 0:32,CNNW,10,CNNW_20181105_000000_Anderson_Cooper_360/start/1920,I I HELPS ARTISTS AFFORD SF
2018-11-05 0:33,BBCNEWS,7,BBCNEWS_20181105_003000_HARDtalk/start/180,BBCHARDtaIk stephensackur
2018-11-05 0:33,CNNW,13,CNNW_20181105_000000_Anderson_Cooper_360/start/1980,PERDUE SAYS COITON PICKIN AT RALLY FOR GILLUMS OPPONENT 18OO83137OO mesobookcom  Mesothelioma Book
2018-11-05 0:33,MSNBCW,20,MSNBCW_20181105_000000_Kasie_DC/start/1980,KEMP LAUNCHES INVESTIGATION INTO GA DEM PARTY FOR HACKINB VOTER SYSTEM TRUMP ABRAMS IS ONE OF THE MOST EXTREME POLITICIANS IN THE US KEMP LAUNCHESINVESTIGATION INTD GADEM PARTY FOR HACKING VOTER
2018-11-05 0:34,CNNW,46,CNNW_20181105_000000_Anderson_Cooper_360/start/2040,PERDUE SAYS COITON PICKIN AT RALLY FOR GILLUMS OPPONENT PERDUE SAYS COITON PICKIN AT RALLY FOR GILLUMS OPPONENT  Mayor Andrew Gillum D Florida Gubernatorial Candidate
2018-11-05 0:34,FOXNEWSW,16,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2040, fb02 MIKE POMPEO IEWS SECRETARY OF STATE DAY 
2018-11-05 0:34,MSNBCW,34,MSNBCW_20181105_000000_Kasie_DC/start/2040,TRUMP ABRAMS IS ONE OF THE MOST EXTREME POLITICIANS IN THE US POLLS SHOW GA GOV CANDIDATES KEMP ABRAMS IN STATISTICAL TIE MARC MURIAL  FORMER NEW ORLEANS MAYOR
2018-11-05 0:35,MSNBCW,44,MSNBCW_20181105_000000_Kasie_DC/start/2100,POLLS SHOW GA 6OV CANDIDATES KEMP ABRAMS IN STATISTICAL TIE POLLS SHOW GA GOV CANDIDATES KEMP ABRAMS IN STATISTICAL TIE KATY TUR  JIMSNBC
2018-11-05 0:36,FOXNEWSW,43,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2160,WHICH EIGHT COUNTRIES WILL GET EXEMPTION TO BUY OIL MIKE POMPEO SECRETARY OF STATE
2018-11-05 0:36,MSNBCW,37,MSNBCW_20181105_000000_Kasie_DC/start/2160,POLLS SHOW GA 6OV CANDIDATES KEMP ABRAMS IN STATISTICAL TIE ABRAMS DEFENDS HER QUALIFICATIONS AFTER TRUMP ATTACK
2018-11-05 0:37,FOXNEWSW,14,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2220,CRITICS SAY THE WHITE HOUSE IS NOT DOING ENOUGH IEWS l  2019  EPRTQ n a MIKE POMPEO SECRETARY OF STATE
2018-11-05 0:37,MSNBCW,53,MSNBCW_20181105_000000_Kasie_DC/start/2220,ABRAMS GETS CAMPAIGN SUPPORT FROM OPRAH OBAMA ABRAMS DEFENDS HER QUALIFICATIONS AFTER TRUMP ATTACK
2018-11-05 0:38,FOXNEWSW,19,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2280,CRITICS SAY THE WHITE HOUSE IS NOT DOING ENOUGH CRITICS SAY THE WHITE HOUSE IS NOT DOING ENOUGH      IEWS DAY MIKE POMPEO SECRETARY OF STATE      Harmn 1 3
2018-11-05 0:38,MSNBCW,36,MSNBCW_20181105_000000_Kasie_DC/start/2280,TRUMP ABRAMS IS ONE OF THE MOST EXTREME POLITICIANS IN THE US ABRAMS GETS CAMPAIGN SUPPORT FROM OPRAH OBAMA
2018-11-05 0:39,CNNW,25,CNNW_20181105_000000_Anderson_Cooper_360/start/2340,PERDUE SAYS COITON PICKIN AT RALLY FOR GILLUMS OPPONENT INDEPENDENT VOTERS N FLORIDA SOUND OFF
2018-11-05 0:39,FOXNEWSW,15,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2340,WILL THE U S MAKE CONCESSIONS MIKE POMPEO SECRETARY OF STATE      IEWS DAY WILL THE U S MAKE CONCESSIONS      IEWS DAY
2018-11-05 0:39,MSNBCW,61,MSNBCW_20181105_000000_Kasie_DC/start/2340,TRUMP ABRAMS IS ONE OF THE MOST EXTREME POLITICIANS IN THE US
2018-11-05 0:40,FOXNEWSW,29,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2400,WILL THE U S MAKE CONCESSIONS
2018-11-05 0:40,MSNBCW,11,MSNBCW_20181105_000000_Kasie_DC/start/2400,TRUMP ABRAMS IS ONE OF THE MOST EXTREME POLITICIANS IN THE US  COOK POLITICAL REPORT DAVID WASSERMAN HOUSE emmn
2018-11-05 0:41,FOXNEWSW,22,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2460,WAS JAMAL KHASHOGGIS MURD WAS JAMAL KHASHOGGI S MURDER PREMEDITATED      IEWS DAY WAS JAMAL KHASHOGGIS MURDER PREMEDITATED      IEWS DAY
2018-11-05 0:43,CNNW,27,CNNW_20181105_000000_Anderson_Cooper_360/start/2580,INDEPENDENT VOTERS IN FLORIDA SPEAK OUT
2018-11-05 0:43,FOXNEWSW,21,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2580,SECRETARIES POMPEO AND MATTIS HAVE CALLED FOR A CEASEFIRE      IEWS DAY SECRETARIES POMPEO AND MATHS IEWS HAVE CALLED FOR A CEASEFIRE DAY  L n W 201c m 1 u
2018-11-05 0:44,CNNW,54,CNNW_20181105_000000_Anderson_Cooper_360/start/2640,INDEPENDENT VOTERS IN FLORIDA SPEAK OUT INDEPENDENT VOTERS N FLORIDA SPEAK OUT  Sally Clarke FOX Independent Voter
2018-11-05 0:45,CNNW,42,CNNW_20181105_000000_Anderson_Cooper_360/start/2700,INDEPENDENT VOTERS IN FLORIDA SPEAK OUT INDEPENDENT VOTERS IN FLORIDA SPEAK OUT  Morgan Kissel Independent Voter
2018-11-05 0:45,MSNBCW,31,MSNBCW_20181105_000000_Kasie_DC/start/2700,PROFILE IN CIVILITY
2018-11-05 0:46,FOXNEWSW,12,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2760,FREE   201cmam8O 3 83O6 SunerBetaP3com
2018-11-05 0:46,MSNBCW,62,MSNBCW_20181105_000000_Kasie_DC/start/2760,ONEUNONE WITH REP CARLOS CURBELO
2018-11-05 0:47,CNNW,8,CNNW_20181105_000000_Anderson_Cooper_360/start/2820,INDEPENDENT VOTERS IN FLORIDA SPEAK OUT FLORIDA GOVERNOR SENATE RACES COME DOWN TO WIRE
2018-11-05 0:47,FOXNEWSW,11,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2820,IEWS DAY
2018-11-05 0:47,MSNBCW,62,MSNBCW_20181105_000000_Kasie_DC/start/2820,REP CARLOS CURBELO ON THREATS AGAINST HIS LIFE
2018-11-05 0:49,FOXNEWSW,36,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/2940,PRESIDENT TRUMP TWEETS  IEWS SANCTIONS ARE COMING  DAY BRIT HUME FOX NEWS SENIOR POLITICAL ANALYST      IEWS DAY
2018-11-05 0:49,MSNBCW,55,MSNBCW_20181105_000000_Kasie_DC/start/2940,REP CARLOS CURBELO ON MIDTERM RACES
2018-11-05 0:50,CNNW,7,CNNW_20181105_000000_Anderson_Cooper_360/start/3000,The  Homeless sin Call 18OO5O16OOO or visit ComcastBusinessmm
2018-11-05 0:50,FOXNEWSW,24,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/3000, PRESIDENT TRUMP TWEETS IEWS f SANCTIONS ARE COMING  DAY PRESIDENT TRUMP TWEETS  IEWS SANCTIONS ARE COMING  DAY
2018-11-05 0:51,CNNW,36,CNNW_20181105_000000_Anderson_Cooper_360/start/3060,INDEPENDENT VOTERS CRUCIAL FOR BOTH PARTIES AS VOTING NEARS PUBLISHING
2018-11-05 0:51,FOXNEWSW,13,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/3060,WILL THE U S MAKE CONCESSIONS SAUD RELATIONS TESTED RDER OF JAMAL KHASHOGGI      W  3 CS  IEWS DAY
2018-11-05 0:53,FOXNEWSW,17,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/3180,USSAUDI RELATIONS TESTED BY MURDER OF JAMAL KHASHOGGI SAUD RELATIONS TESTED  IEWS RDER OF JAMAL KHASHOGGI  DAY
2018-11-05 0:53,MSNBCW,17,MSNBCW_20181105_000000_Kasie_DC/start/3180,AdvancedBackProcom  8OO3451 4 Not Available in St
2018-11-05 0:54,FOXNEWSW,8,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/3240,  I I USSAUD RELATIONS TESTED BY MURDER OF JAMAL KHASHOGGI
2018-11-05 0:55,MSNBCW,6,MSNBCW_20181105_000000_Kasie_DC/start/3300,an  lullovullavuu
2018-11-05 0:56,MSNBCW,15,MSNBCW_20181105_000000_Kasie_DC/start/3360,POLITICS IN THREE AXES THELONG HISTORY OF POLITICAL CANDIDATESWIELDING TOOLS POLITICS IN THREE AXES THELONGHISTURYUFPOLITICALCANDIDATESWIELDINGTUULS R GEORGIA BRIAN KEMP CANDIDATE FUR GOVERNOR
2018-11-05 0:57,FOXNEWSW,42,FOXNEWSW_20181105_000000_Fox_News_Sunday_With_Chris_Wallace/start/3420,IEWS DAY
2018-11-05 1:00,BBCNEWS,14,BBCNEWS_20181105_003000_HARDtalk/start/1800,IMMIGRATION AND MIDTERMS USNORTH KOREA TALKS
2018-11-05 1:00,CNNW,28,CNNW_20181105_000000_Anderson_Cooper_360/start/3600,HIGH STAKES RACES BIGNAMES CAMPAIGNING Ask your doctor for morrerinfrgfmartirgn or call 1844XELJANZ
